amfi_code,date_key,nav_date,nav,daily_return,is_observed_nav
100016,2022-02-20,2022-02-20,516.4246,0.0,0
100016,2022-02-21,2022-02-21,519.3918,0.005745659676165582,1
100016,2022-02-22,2022-02-22,519.1698,-0.0004274229974365884,1
100016,2022-02-23,2022-02-23,528.4118,0.017801497698826108,1
100016,2022-02-24,2022-02-24,520.6004,-0.014782788726519613,1
100016,2022-02-25,2022-02-25,521.3038,0.001351132269587163,1
100016,2022-02-26,2022-02-26,521.3038,0.0,0
100016,2022-02-27,2022-02-27,521.3038,0.0,0
100016,2022-02-28,2022-02-28,514.1489,-0.013725010253138326,1
100016,2022-03-01,2022-03-01,503.1674,-0.021358598647201354,1
100016,2022-03-02,2022-03-02,504.7495,0.003144281604889443,1
100016,2022-03-03,2022-03-03,505.6316,0.001747599551856771,1
100016,2022-03-04,2022-03-04,504.6233,-0.0019941396067809647,1
100016,2022-03-05,2022-03-05,504.6233,0.0,0
100016,2022-03-06,2022-03-06,504.6233,0.0,0
100016,2022-03-07,2022-03-07,504.411,-0.0004207098641698659,1
100016,2022-03-08,2022-03-08,518.6513,0.028231541342278454,1
100016,2022-03-09,2022-03-09,517.7387,-0.0017595636991558639,1
100016,2022-03-10,2022-03-10,520.3416,0.005027439517270027,1
100016,2022-03-11,2022-03-11,517.6372,-0.0051973549683514975,1
100016,2022-03-12,2022-03-12,517.6372,0.0,0
100016,2022-03-13,2022-03-13,517.6372,0.0,0
100016,2022-03-14,2022-03-14,519.2545,0.003124389050864096,1
100016,2022-03-15,2022-03-15,518.432,-0.0015840016793305933,1
100016,2022-03-16,2022-03-16,516.825,-0.0030997314980556467,1
100016,2022-03-17,2022-03-17,525.4534,0.016695012818652266,1
100016,2022-03-18,2022-03-18,531.2109,0.010957203816742034,1
100016,2022-03-19,2022-03-19,531.2109,0.0,0
100016,2022-03-20,2022-03-20,531.2109,0.0,0
100016,2022-03-21,2022-03-21,532.1264,0.0017234209614296336,1
100016,2022-03-22,2022-03-22,521.6911,-0.019610566211336278,1
100016,2022-03-23,2022-03-23,520.3011,-0.002664411947989831,1
100016,2022-03-24,2022-03-24,533.1283,0.024653417031022862,1
100016,2022-03-25,2022-03-25,532.3194,-0.0015172707957915588,1
100016,2022-03-26,2022-03-26,532.3194,0.0,0
100016,2022-03-27,2022-03-27,532.3194,0.0,0
100016,2022-03-28,2022-03-28,537.8012,0.010297952695317969,1
100016,2022-03-29,2022-03-29,544.965,0.013320535543617229,1
100016,2022-03-30,2022-03-30,546.3002,0.002450065600543061,1
100016,2022-03-31,2022-03-31,542.5392,-0.006884493177926609,1
100016,2022-04-01,2022-04-01,531.285,-0.020743570234187825,1
100016,2022-04-02,2022-04-02,531.285,0.0,0
100016,2022-04-03,2022-04-03,531.285,0.0,0
100016,2022-04-04,2022-04-04,534.7762,0.006571237659636742,1
100016,2022-04-05,2022-04-05,531.2213,-0.006647453645094892,1
100016,2022-04-06,2022-04-06,532.3217,0.002071453083676955,1
100016,2022-04-07,2022-04-07,526.7582,-0.010451386821164643,1
100016,2022-04-08,2022-04-08,525.7986,-0.0018217087080941718,1
100016,2022-04-09,2022-04-09,525.7986,0.0,0
100016,2022-04-10,2022-04-10,525.7986,0.0,0
100016,2022-04-11,2022-04-11,526.2264,0.0008136195113490619,1
100016,2022-04-12,2022-04-12,527.7466,0.0028888706457903535,1
100016,2022-04-13,2022-04-13,522.8529,-0.009272821463937375,1
100016,2022-04-14,2022-04-14,528.6739,0.011133150452067975,1
100016,2022-04-15,2022-04-15,526.1696,-0.004736946537364672,1
100016,2022-04-16,2022-04-16,526.1696,0.0,0
100016,2022-04-17,2022-04-17,526.1696,0.0,0
100016,2022-04-18,2022-04-18,518.7241,-0.014150380409662433,1
100016,2022-04-19,2022-04-19,518.493,-0.0004455162195085016,1
100016,2022-04-20,2022-04-20,518.9178,0.000819297463996671,1
100016,2022-04-21,2022-04-21,519.9214,0.0019340250035746465,1
100016,2022-04-22,2022-04-22,526.4763,0.012607482592561281,1
100016,2022-04-23,2022-04-23,526.4763,0.0,0
100016,2022-04-24,2022-04-24,526.4763,0.0,0
100016,2022-04-25,2022-04-25,525.6507,-0.001568161757708797,1
100016,2022-04-26,2022-04-26,525.3674,-0.0005389510562814337,1
100016,2022-04-27,2022-04-27,520.5493,-0.009170915439366767,1
100016,2022-04-28,2022-04-28,524.6005,0.007782548165947034,1
100016,2022-04-29,2022-04-29,525.7251,0.002143726511888655,1
100016,2022-04-30,2022-04-30,525.7251,0.0,0
100016,2022-05-01,2022-05-01,525.7251,0.0,0
100016,2022-05-02,2022-05-02,524.0515,-0.0031834127759925446,1
100016,2022-05-03,2022-05-03,515.5881,-0.016149939462056673,1
100016,2022-05-04,2022-05-04,522.4674,0.013342627574220556,1
100016,2022-05-05,2022-05-05,517.1078,-0.01025824769162631,1
100016,2022-05-06,2022-05-06,514.6837,-0.004687803974335658,1
100016,2022-05-07,2022-05-07,514.6837,0.0,0
100016,2022-05-08,2022-05-08,514.6837,0.0,0
100016,2022-05-09,2022-05-09,516.5793,0.0036830387284461086,1
100016,2022-05-10,2022-05-10,511.4204,-0.009986656453326748,1
100016,2022-05-11,2022-05-11,504.9889,-0.012575759590348734,1
100016,2022-05-12,2022-05-12,495.8735,-0.018050693787526884,1
100016,2022-05-13,2022-05-13,499.2941,0.006898130269111125,1
100016,2022-05-14,2022-05-14,499.2941,0.0,0
100016,2022-05-15,2022-05-15,499.2941,0.0,0
100016,2022-05-16,2022-05-16,497.1556,-0.004283046805479973,1
100016,2022-05-17,2022-05-17,510.4206,0.02668178735188742,1
100016,2022-05-18,2022-05-18,506.2251,-0.008219691760089631,1
100016,2022-05-19,2022-05-19,502.3871,-0.007581607470668716,1
100016,2022-05-20,2022-05-20,500.1462,-0.004460504658658548,1
100016,2022-05-21,2022-05-21,500.1462,0.0,0
100016,2022-05-22,2022-05-22,500.1462,0.0,0
100016,2022-05-23,2022-05-23,501.4785,0.0026638210987106614,1
100016,2022-05-24,2022-05-24,499.6609,-0.0036244824055268188,1
100016,2022-05-25,2022-05-25,502.6257,0.005933624183921404,1
100016,2022-05-26,2022-05-26,498.5637,-0.008081560493225948,1
100016,2022-05-27,2022-05-27,492.78,-0.011600724240453109,1
100016,2022-05-28,2022-05-28,492.78,0.0,0
100016,2022-05-29,2022-05-29,492.78,0.0,0
100016,2022-05-30,2022-05-30,485.277,-0.01522586143918181,1
100016,2022-05-31,2022-05-31,476.0989,-0.018913115602016917,1
100016,2022-06-01,2022-06-01,474.1732,-0.004044747845458163,1
100016,2022-06-02,2022-06-02,473.1602,-0.002136350177530111,1
100016,2022-06-03,2022-06-03,470.7754,-0.005040153419497262,1
100016,2022-06-04,2022-06-04,470.7754,0.0,0
100016,2022-06-05,2022-06-05,470.7754,0.0,0
100016,2022-06-06,2022-06-06,476.2119,0.011547969583797224,1
100016,2022-06-07,2022-06-07,481.6458,0.011410676633658134,1
100016,2022-06-08,2022-06-08,480.4735,-0.002433946273381782,1
100016,2022-06-09,2022-06-09,473.1759,-0.015188350658256855,1
100016,2022-06-10,2022-06-10,471.0598,-0.004472121255541528,1
100016,2022-06-11,2022-06-11,471.0598,0.0,0
100016,2022-06-12,2022-06-12,471.0598,0.0,0
100016,2022-06-13,2022-06-13,468.8163,-0.004762664952517648,1
100016,2022-06-14,2022-06-14,466.3477,-0.005265601899933969,1
100016,2022-06-15,2022-06-15,463.7261,-0.005621556619663792,1
100016,2022-06-16,2022-06-16,461.2993,-0.0052332616171484325,1
100016,2022-06-17,2022-06-17,459.9666,-0.0028890137054186082,1
100016,2022-06-18,2022-06-18,459.9666,0.0,0
100016,2022-06-19,2022-06-19,459.9666,0.0,0
100016,2022-06-20,2022-06-20,457.6317,-0.005076238144247847,1
100016,2022-06-21,2022-06-21,458.7099,0.002356043080057546,1
100016,2022-06-22,2022-06-22,460.4075,0.003700813956707849,1
100016,2022-06-23,2022-06-23,456.9604,-0.0074870630908489,1
100016,2022-06-24,2022-06-24,462.3501,0.011794676300178386,1
100016,2022-06-25,2022-06-25,462.3501,0.0,0
100016,2022-06-26,2022-06-26,462.3501,0.0,0
100016,2022-06-27,2022-06-27,458.6076,-0.008094515389960977,1
100016,2022-06-28,2022-06-28,452.344,-0.013657863498119038,1
100016,2022-06-29,2022-06-29,454.0998,0.0038815591673593275,1
100016,2022-06-30,2022-06-30,451.0707,-0.006670560083928745,1
100016,2022-07-01,2022-07-01,452.584,0.0033549064481466218,1
100016,2022-07-02,2022-07-02,452.584,0.0,0
100016,2022-07-03,2022-07-03,452.584,0.0,0
100016,2022-07-04,2022-07-04,443.3196,-0.020470012196630916,1
100016,2022-07-05,2022-07-05,449.0289,0.01287851924435568,1
100016,2022-07-06,2022-07-06,451.9322,0.006465730824897875,1
100016,2022-07-07,2022-07-07,446.2213,-0.012636630007775596,1
100016,2022-07-08,2022-07-08,440.6669,-0.012447635287692438,1
100016,2022-07-09,2022-07-09,440.6669,0.0,0
100016,2022-07-10,2022-07-10,440.6669,0.0,0
100016,2022-07-11,2022-07-11,447.4448,0.01538100547147958,1
100016,2022-07-12,2022-07-12,444.7739,-0.0059692279360492595,1
100016,2022-07-13,2022-07-13,441.7416,-0.006817621267794727,1
100016,2022-07-14,2022-07-14,433.2246,-0.019280502447584724,1
100016,2022-07-15,2022-07-15,432.1093,-0.00257441521095525,1
100016,2022-07-16,2022-07-16,432.1093,0.0,0
100016,2022-07-17,2022-07-17,432.1093,0.0,0
100016,2022-07-18,2022-07-18,431.4649,-0.0014912893566512153,1
100016,2022-07-19,2022-07-19,434.4201,0.006849224583506119,1
100016,2022-07-20,2022-07-20,429.3142,-0.011753369606977149,1
100016,2022-07-21,2022-07-21,423.8151,-0.012809033570285067,1
100016,2022-07-22,2022-07-22,425.7236,0.004503142997972498,1
100016,2022-07-23,2022-07-23,425.7236,0.0,0
100016,2022-07-24,2022-07-24,425.7236,0.0,0
100016,2022-07-25,2022-07-25,429.7419,0.009438753219224827,1
100016,2022-07-26,2022-07-26,424.047,-0.013251907714839861,1
100016,2022-07-27,2022-07-27,428.3319,0.010104776121514725,1
100016,2022-07-28,2022-07-28,428.6948,0.0008472401892083425,1
100016,2022-07-29,2022-07-29,433.0659,0.010196298158970052,1
100016,2022-07-30,2022-07-30,433.0659,0.0,0
100016,2022-07-31,2022-07-31,433.0659,0.0,0
100016,2022-08-01,2022-08-01,433.0211,-0.00010344845899901145,1
100016,2022-08-02,2022-08-02,423.7137,-0.021494102712315777,1
100016,2022-08-03,2022-08-03,423.3646,-0.0008239053870573443,1
100016,2022-08-04,2022-08-04,427.5619,0.009914149647844761,1
100016,2022-08-05,2022-08-05,424.424,-0.0073390542983367,1
100016,2022-08-06,2022-08-06,424.424,0.0,0
100016,2022-08-07,2022-08-07,424.424,0.0,0
100016,2022-08-08,2022-08-08,423.1925,-0.0029015795525229038,1
100016,2022-08-09,2022-08-09,422.7537,-0.001036880379496341,1
100016,2022-08-10,2022-08-10,412.293,-0.024744195024194893,1
100016,2022-08-11,2022-08-11,418.6311,0.015372805262277023,1
100016,2022-08-12,2022-08-12,415.5307,-0.0074060431726166165,1
100016,2022-08-13,2022-08-13,415.5307,0.0,0
100016,2022-08-14,2022-08-14,415.5307,0.0,0
100016,2022-08-15,2022-08-15,417.6036,0.004988560412022336,1
100016,2022-08-16,2022-08-16,417.4997,-0.00024880053716003214,1
100016,2022-08-17,2022-08-17,422.3739,0.011674738927956119,1
100016,2022-08-18,2022-08-18,424.1079,0.004105367306076468,1
100016,2022-08-19,2022-08-19,423.4485,-0.0015547930137588262,1
100016,2022-08-20,2022-08-20,423.4485,0.0,0
100016,2022-08-21,2022-08-21,423.4485,0.0,0
100016,2022-08-22,2022-08-22,420.3416,-0.007337137810146888,1
100016,2022-08-23,2022-08-23,423.5281,0.007580739094108058,1
100016,2022-08-24,2022-08-24,416.803,-0.015878757513373976,1
100016,2022-08-25,2022-08-25,419.4003,0.006231481059397304,1
100016,2022-08-26,2022-08-26,415.5691,-0.009134948162888845,1
100016,2022-08-27,2022-08-27,415.5691,0.0,0
100016,2022-08-28,2022-08-28,415.5691,0.0,0
100016,2022-08-29,2022-08-29,420.401,0.011627187873208156,1
100016,2022-08-30,2022-08-30,421.2166,0.0019400524737096525,1
100016,2022-08-31,2022-08-31,423.8348,0.006215804410367287,1
100016,2022-09-01,2022-09-01,424.3603,0.001239869873828292,1
100016,2022-09-02,2022-09-02,418.068,-0.014827730115187565,1
100016,2022-09-03,2022-09-03,418.068,0.0,0
100016,2022-09-04,2022-09-04,418.068,0.0,0
100016,2022-09-05,2022-09-05,415.1206,-0.007050049274280656,1
100016,2022-09-06,2022-09-06,417.805,0.006466554538608671,1
100016,2022-09-07,2022-09-07,418.6355,0.001987769413960949,1
100016,2022-09-08,2022-09-08,423.2368,0.01099118445521241,1
100016,2022-09-09,2022-09-09,424.9639,0.004080694306355159,1
100016,2022-09-10,2022-09-10,424.9639,0.0,0
100016,2022-09-11,2022-09-11,424.9639,0.0,0
100016,2022-09-12,2022-09-12,421.5737,-0.007977618804797415,1
100016,2022-09-13,2022-09-13,418.8403,-0.006483801053054239,1
100016,2022-09-14,2022-09-14,419.437,0.0014246480102320103,1
100016,2022-09-15,2022-09-15,411.1759,-0.019695687314185473,1
100016,2022-09-16,2022-09-16,417.5046,0.015391709484918747,1
100016,2022-09-17,2022-09-17,417.5046,0.0,0
100016,2022-09-18,2022-09-18,417.5046,0.0,0
100016,2022-09-19,2022-09-19,419.3505,0.004421268651890298,1
100016,2022-09-20,2022-09-20,424.1319,0.011401917965997432,1
100016,2022-09-21,2022-09-21,418.4765,-0.013334059522521091,1
100016,2022-09-22,2022-09-22,423.3133,0.011558116166618726,1
100016,2022-09-23,2022-09-23,431.9494,0.02040120166316539,1
100016,2022-09-24,2022-09-24,431.9494,0.0,0
100016,2022-09-25,2022-09-25,431.9494,0.0,0
100016,2022-09-26,2022-09-26,427.1671,-0.011071435682049824,1
100016,2022-09-27,2022-09-27,430.305,0.007345837261343302,1
100016,2022-09-28,2022-09-28,430.5313,0.0005259060433877583,1
100016,2022-09-29,2022-09-29,424.9261,-0.013019262478709326,1
100016,2022-09-30,2022-09-30,426.9974,0.004874494647422178,1
100016,2022-10-01,2022-10-01,426.9974,0.0,0
100016,2022-10-02,2022-10-02,426.9974,0.0,0
100016,2022-10-03,2022-10-03,430.3701,0.007898642942556489,1
100016,2022-10-04,2022-10-04,428.3154,-0.00477426289605154,1
100016,2022-10-05,2022-10-05,432.9656,0.010856952610155846,1
100016,2022-10-06,2022-10-06,426.8679,-0.014083566916170631,1
100016,2022-10-07,2022-10-07,421.495,-0.012586797929757698,1
100016,2022-10-08,2022-10-08,421.495,0.0,0
100016,2022-10-09,2022-10-09,421.495,0.0,0
100016,2022-10-10,2022-10-10,422.2208,0.0017219658596188125,1
100016,2022-10-11,2022-10-11,422.5333,0.0007401340720305516,1
100016,2022-10-12,2022-10-12,420.0881,-0.005786999509861168,1
100016,2022-10-13,2022-10-13,423.3166,0.007685292680273514,1
100016,2022-10-14,2022-10-14,425.5227,0.0052114658390434165,1
100016,2022-10-15,2022-10-15,425.5227,0.0,0
100016,2022-10-16,2022-10-16,425.5227,0.0,0
100016,2022-10-17,2022-10-17,428.9765,0.008116605765097873,1
100016,2022-10-18,2022-10-18,428.7321,-0.0005697281785831398,1
100016,2022-10-19,2022-10-19,431.2389,0.005847007956716999,1
100016,2022-10-20,2022-10-20,429.769,-0.0034085515012676204,1
100016,2022-10-21,2022-10-21,437.8501,0.018803357152330724,1
100016,2022-10-22,2022-10-22,437.8501,0.0,0
100016,2022-10-23,2022-10-23,437.8501,0.0,0
100016,2022-10-24,2022-10-24,434.9481,-0.006627839070951436,1
100016,2022-10-25,2022-10-25,443.3278,0.01926597679125397,1
100016,2022-10-26,2022-10-26,443.6931,0.0008239952468580558,1
100016,2022-10-27,2022-10-27,438.5694,-0.01154784692392119,1
100016,2022-10-28,2022-10-28,444.122,0.012660710026737076,1
100016,2022-10-29,2022-10-29,444.122,0.0,0
100016,2022-10-30,2022-10-30,444.122,0.0,0
100016,2022-10-31,2022-10-31,444.8448,0.0016274807372749223,1
100016,2022-11-01,2022-11-01,448.4277,0.00805426971384171,1
100016,2022-11-02,2022-11-02,453.5279,0.011373516845636367,1
100016,2022-11-03,2022-11-03,455.1164,0.0035025408580156014,1
100016,2022-11-04,2022-11-04,452.9791,-0.004696161245782315,1
100016,2022-11-05,2022-11-05,452.9791,0.0,0
100016,2022-11-06,2022-11-06,452.9791,0.0,0
100016,2022-11-07,2022-11-07,457.1295,0.009162453631966772,1
100016,2022-11-08,2022-11-08,457.3685,0.0005228277763740241,1
100016,2022-11-09,2022-11-09,460.3808,0.00658615536487539,1
100016,2022-11-10,2022-11-10,451.9519,-0.018308539365672893,1
100016,2022-11-11,2022-11-11,453.9711,0.004467732075028152,1
100016,2022-11-12,2022-11-12,453.9711,0.0,0
100016,2022-11-13,2022-11-13,453.9711,0.0,0
100016,2022-11-14,2022-11-14,451.6546,-0.005102747729976542,1
100016,2022-11-15,2022-11-15,458.5248,0.015211181287647646,1
100016,2022-11-16,2022-11-16,461.2893,0.006029117727111011,1
100016,2022-11-17,2022-11-17,462.5046,0.0026345722738418953,1
100016,2022-11-18,2022-11-18,464.7322,0.004816384528932183,1
100016,2022-11-19,2022-11-19,464.7322,0.0,0
100016,2022-11-20,2022-11-20,464.7322,0.0,0
100016,2022-11-21,2022-11-21,460.8957,-0.008255291972452117,1
100016,2022-11-22,2022-11-22,467.7825,0.014942209267736928,1
100016,2022-11-23,2022-11-23,476.316,0.01824245242179856,1
100016,2022-11-24,2022-11-24,478.216,0.003988948513172108,1
100016,2022-11-25,2022-11-25,485.221,0.014648192448600605,1
100016,2022-11-26,2022-11-26,485.221,0.0,0
100016,2022-11-27,2022-11-27,485.221,0.0,0
100016,2022-11-28,2022-11-28,483.0407,-0.004493416402010619,1
100016,2022-11-29,2022-11-29,479.9044,-0.0064928276230139526,1
100016,2022-11-30,2022-11-30,480.3253,0.0008770496790611038,1
100016,2022-12-01,2022-12-01,482.4201,0.004361211037603008,1
100016,2022-12-02,2022-12-02,480.9949,-0.002954271598550773,1
100016,2022-12-03,2022-12-03,480.9949,0.0,0
100016,2022-12-04,2022-12-04,480.9949,0.0,0
100016,2022-12-05,2022-12-05,483.5309,0.005272405175190009,1
100016,2022-12-06,2022-12-06,485.0894,0.0032231652620340334,1
100016,2022-12-07,2022-12-07,481.0854,-0.00825414861672924,1
100016,2022-12-08,2022-12-08,483.5409,0.005104083391431091,1
100016,2022-12-09,2022-12-09,487.4889,0.008164769515877524,1
100016,2022-12-10,2022-12-10,487.4889,0.0,0
100016,2022-12-11,2022-12-11,487.4889,0.0,0
100016,2022-12-12,2022-12-12,488.4785,0.0020299949393718375,1
100016,2022-12-13,2022-12-13,493.7241,0.01073865072874236,1
100016,2022-12-14,2022-12-14,488.7036,-0.010168634668633825,1
100016,2022-12-15,2022-12-15,490.9778,0.004653536417575044,1
100016,2022-12-16,2022-12-16,486.1873,-0.009757060298856701,1
100016,2022-12-17,2022-12-17,486.1873,0.0,0
100016,2022-12-18,2022-12-18,486.1873,0.0,0
100016,2022-12-19,2022-12-19,481.6822,-0.00926618198377449,1
100016,2022-12-20,2022-12-20,479.2566,-0.005035685354368602,1
100016,2022-12-21,2022-12-21,475.5366,-0.007762021430690713,1
100016,2022-12-22,2022-12-22,473.4881,-0.0043077651646582504,1
100016,2022-12-23,2022-12-23,472.8386,-0.0013717345800242642,1
100016,2022-12-24,2022-12-24,472.8386,0.0,0
100016,2022-12-25,2022-12-25,472.8386,0.0,0
100016,2022-12-26,2022-12-26,476.5883,0.00793019013253149,1
100016,2022-12-27,2022-12-27,475.4855,-0.002313946859375249,1
100016,2022-12-28,2022-12-28,469.1246,-0.013377695008575441,1
100016,2022-12-29,2022-12-29,474.1097,0.01062638795748505,1
100016,2022-12-30,2022-12-30,470.8654,-0.006842931076921577,1
100016,2022-12-31,2022-12-31,470.8654,0.0,0
100016,2023-01-01,2023-01-01,470.8654,0.0,0
100016,2023-01-02,2023-01-02,470.8644,-2.123749164861799e-06,1
100016,2023-01-03,2023-01-03,472.9663,0.0044639178498098175,1
100016,2023-01-04,2023-01-04,474.0441,0.002278809293600803,1
100016,2023-01-05,2023-01-05,478.8877,0.0102176147746591,1
100016,2023-01-06,2023-01-06,481.1631,0.004751427109111361,1
100016,2023-01-07,2023-01-07,481.1631,0.0,0
100016,2023-01-08,2023-01-08,481.1631,0.0,0
100016,2023-01-09,2023-01-09,477.7684,-0.007055196044750689,1
100016,2023-01-10,2023-01-10,487.2879,0.0199249259683143,1
100016,2023-01-11,2023-01-11,488.3757,0.0022323558619041783,1
100016,2023-01-12,2023-01-12,487.9931,-0.0007834132615525125,1
100016,2023-01-13,2023-01-13,492.4132,0.009057710037293498,1
100016,2023-01-14,2023-01-14,492.4132,0.0,0
100016,2023-01-15,2023-01-15,492.4132,0.0,0
100016,2023-01-16,2023-01-16,493.7523,0.0027194640598586783,1
100016,2023-01-17,2023-01-17,495.7495,0.0040449431830495985,1
100016,2023-01-18,2023-01-18,507.0277,0.0227497960159313,1
100016,2023-01-19,2023-01-19,506.06,-0.0019085742258262428,1
100016,2023-01-20,2023-01-20,504.9042,-0.00228391890289692,1
100016,2023-01-21,2023-01-21,504.9042,0.0,0
100016,2023-01-22,2023-01-22,504.9042,0.0,0
100016,2023-01-23,2023-01-23,505.6844,0.001545243632356419,1
100016,2023-01-24,2023-01-24,510.7491,0.010015535381356466,1
100016,2023-01-25,2023-01-25,504.268,-0.012689400725326871,1
100016,2023-01-26,2023-01-26,495.8578,-0.01667803628229425,1
100016,2023-01-27,2023-01-27,493.5515,-0.004651131836587052,1
100016,2023-01-28,2023-01-28,493.5515,0.0,0
100016,2023-01-29,2023-01-29,493.5515,0.0,0
100016,2023-01-30,2023-01-30,486.7415,-0.013797952189386509,1
100016,2023-01-31,2023-01-31,485.1715,-0.003225531416573224,1
100016,2023-02-01,2023-02-01,487.5779,0.004959895624536914,1
100016,2023-02-02,2023-02-02,484.0122,-0.007313087816326336,1
100016,2023-02-03,2023-02-03,478.2065,-0.011994945581950245,1
100016,2023-02-04,2023-02-04,478.2065,0.0,0
100016,2023-02-05,2023-02-05,478.2065,0.0,0
100016,2023-02-06,2023-02-06,478.7459,0.0011279645927020354,1
100016,2023-02-07,2023-02-07,482.6505,0.008155892301114243,1
100016,2023-02-08,2023-02-08,475.7347,-0.014328794852590088,1
100016,2023-02-09,2023-02-09,479.4358,0.007779756238088131,1
100016,2023-02-10,2023-02-10,483.1532,0.007753697158201511,1
100016,2023-02-11,2023-02-11,483.1532,0.0,0
100016,2023-02-12,2023-02-12,483.1532,0.0,0
100016,2023-02-13,2023-02-13,487.4872,0.008970239667252411,1
100016,2023-02-14,2023-02-14,493.0082,0.011325425570148262,1
100016,2023-02-15,2023-02-15,502.9354,0.020135973397602758,1
100016,2023-02-16,2023-02-16,501.6171,-0.002621211392158984,1
100016,2023-02-17,2023-02-17,502.3612,0.001483402380022536,1
100016,2023-02-18,2023-02-18,502.3612,0.0,0
100016,2023-02-19,2023-02-19,502.3612,0.0,0
100016,2023-02-20,2023-02-20,500.7778,-0.0031519153947398015,1
100016,2023-02-21,2023-02-21,501.045,0.0005335699785413706,1
100016,2023-02-22,2023-02-22,508.1265,0.014133461066371256,1
100016,2023-02-23,2023-02-23,502.3938,-0.011282033115769474,1
100016,2023-02-24,2023-02-24,498.8505,-0.007052833852646989,1
100016,2023-02-25,2023-02-25,498.8505,0.0,0
100016,2023-02-26,2023-02-26,498.8505,0.0,0
100016,2023-02-27,2023-02-27,505.2068,0.012741893613417155,1
100016,2023-02-28,2023-02-28,510.0352,0.009557274367645086,1
100016,2023-03-01,2023-03-01,508.6667,-0.00268314814350068,1
100016,2023-03-02,2023-03-02,512.7785,0.008083485708814786,1
100016,2023-03-03,2023-03-03,514.5893,0.0035313493057917977,1
100016,2023-03-04,2023-03-04,514.5893,0.0,0
100016,2023-03-05,2023-03-05,514.5893,0.0,0
100016,2023-03-06,2023-03-06,521.7123,0.013842106705289181,1
100016,2023-03-07,2023-03-07,522.3246,0.0011736353541980105,1
100016,2023-03-08,2023-03-08,527.3425,0.009606861327228211,1
100016,2023-03-09,2023-03-09,540.0526,0.024102172686631507,1
100016,2023-03-10,2023-03-10,543.1889,0.005807397279450122,1
100016,2023-03-11,2023-03-11,543.1889,0.0,0
100016,2023-03-12,2023-03-12,543.1889,0.0,0
100016,2023-03-13,2023-03-13,543.7057,0.0009514185580743462,1
100016,2023-03-14,2023-03-14,547.4632,0.006910907867988314,1
