amfi_code,nav_date,rolling_sharpe_90d
119551,2022-08-30,0.6551060280889635
119551,2022-08-31,0.36477189364464857
119551,2022-09-01,0.5298209613529523
119551,2022-09-02,0.7404220034136133
119551,2022-09-05,0.9941038308752551
119551,2022-09-06,0.8245180072431129
119551,2022-09-07,1.029827284675366
119551,2022-09-08,1.081788888958213
119551,2022-09-09,1.4430974307580118
119551,2022-09-12,1.53697004682409
119551,2022-09-13,1.2042705781660736
119551,2022-09-14,1.1330277710724643
119551,2022-09-15,1.2797435955818404
119551,2022-09-16,1.3111400891702938
119551,2022-09-19,1.7244944965340436
119551,2022-09-20,1.7559920888907836
119551,2022-09-21,1.6947990455784812
119551,2022-09-22,1.5313800072658543
119551,2022-09-23,1.2813982277057647
119551,2022-09-26,1.4706915919426422
119551,2022-09-27,1.6997055913841128
119551,2022-09-28,1.80248191519983
119551,2022-09-29,1.7127599407560523
119551,2022-09-30,1.7737236005868249
119551,2022-10-03,1.7704408620004295
119551,2022-10-04,1.2863206895801502
119551,2022-10-05,1.2825139448815481
119551,2022-10-06,1.2461983796547147
119551,2022-10-07,1.0424261442037257
119551,2022-10-10,1.487479474706368
119551,2022-10-11,1.5946847403057938
119551,2022-10-12,1.7744825375422781
119551,2022-10-13,1.5575601385718945
119551,2022-10-14,1.3162640169364155
119551,2022-10-17,1.0775909633801861
119551,2022-10-18,1.1790379783259353
119551,2022-10-19,1.5045109323842418
119551,2022-10-20,1.394198078628008
119551,2022-10-21,1.830930644308486
119551,2022-10-24,1.794948219137556
119551,2022-10-25,2.150735191458652
119551,2022-10-26,2.082943437040842
119551,2022-10-27,2.4687014429161267
119551,2022-10-28,2.3090986083438123
119551,2022-10-31,2.1003457529732525
119551,2022-11-01,2.14490442887159
119551,2022-11-02,2.2089764758215593
119551,2022-11-03,2.098269542314733
119551,2022-11-04,2.2092906274493513
119551,2022-11-07,2.8796118948505898
119551,2022-11-08,2.4775147124413484
119551,2022-11-09,2.802134024673468
119551,2022-11-10,2.3957227569655255
119551,2022-11-11,2.483132732236678
119551,2022-11-14,2.416571971808119
119551,2022-11-15,2.5770856911239237
119551,2022-11-16,2.427421962560837
119551,2022-11-17,2.1565856313660263
119551,2022-11-18,2.5115300645327823
119551,2022-11-21,2.3331576322536827
119551,2022-11-22,2.1572372571733873
119551,2022-11-23,2.490433805391373
119551,2022-11-24,2.331750683327769
119551,2022-11-25,2.6119227462896726
119551,2022-11-28,2.588207581354272
119551,2022-11-29,2.4151441546033325
119551,2022-11-30,2.7058308907915114
119551,2022-12-01,2.491799320676148
119551,2022-12-02,2.5823404633331886
119551,2022-12-05,2.390029616418453
119551,2022-12-06,2.309863291664744
119551,2022-12-07,2.5222555799247495
119551,2022-12-08,2.6254411497720658
119551,2022-12-09,2.345381037460645
119551,2022-12-12,2.416738699295755
119551,2022-12-13,2.0414406504852716
119551,2022-12-14,1.8401449582131981
119551,2022-12-15,2.343060046107576
119551,2022-12-16,2.3018009169738836
119551,2022-12-19,2.2440783771420696
119551,2022-12-20,2.264489937850995
119551,2022-12-21,2.395123250999765
119551,2022-12-22,2.7121832149870944
119551,2022-12-23,2.2668526671385103
119551,2022-12-26,2.1128709888646613
119551,2022-12-27,2.179042371709115
119551,2022-12-28,1.7641371588253052
119551,2022-12-29,1.881158949326131
119551,2022-12-30,2.143744303599166
119551,2023-01-02,2.136572525851115
119551,2023-01-03,2.274521787930962
119551,2023-01-04,1.6505857060177973
119551,2023-01-05,1.4228067208193425
119551,2023-01-06,1.3372659211436075
119551,2023-01-09,0.9991906625490123
119551,2023-01-10,1.2456933425230767
119551,2023-01-11,0.7890314699317119
119551,2023-01-12,0.7609036428153669
119551,2023-01-13,0.3589163201742473
119551,2023-01-16,0.4895821188373758
119551,2023-01-17,0.3941718843785336
119551,2023-01-18,0.7540309437806552
119551,2023-01-19,0.6784411589200346
119551,2023-01-20,0.5544196059392147
119551,2023-01-23,0.5144374535074643
119551,2023-01-24,0.4705830518275469
119551,2023-01-25,0.38529308785678745
119551,2023-01-26,0.5338914401640501
119551,2023-01-27,0.7218546089092385
119551,2023-01-30,0.8137811812789411
119551,2023-01-31,0.7829783108771463
119551,2023-02-01,0.9972699792408941
119551,2023-02-02,0.9986256048569594
119551,2023-02-03,1.29178861686175
119551,2023-02-06,0.9089441734291963
119551,2023-02-07,1.025935657692168
119551,2023-02-08,1.0926285386163452
119551,2023-02-09,1.1271644113777424
119551,2023-02-10,1.212761851841439
119551,2023-02-13,1.1242158114952532
119551,2023-02-14,0.9591185799554416
119551,2023-02-15,0.6990391495297614
119551,2023-02-16,0.66785923110279
119551,2023-02-17,0.947393776905103
119551,2023-02-20,0.9878035252302629
119551,2023-02-21,1.0468316337234378
119551,2023-02-22,1.0146847636404992
119551,2023-02-23,1.0604151500802421
119551,2023-02-24,0.5798996069474349
119551,2023-02-27,0.3412903887998549
119551,2023-02-28,0.05274882278249224
119551,2023-03-01,0.017200304227340743
119551,2023-03-02,0.010142191345188572
119551,2023-03-03,0.06050541497871501
119551,2023-03-06,-0.049986226598029725
119551,2023-03-07,0.30131502642281455
119551,2023-03-08,0.2405618639728076
119551,2023-03-09,0.4164948194149541
119551,2023-03-10,0.3680495427720591
119551,2023-03-13,-0.06964481150118856
119551,2023-03-14,0.45481052289847307
119551,2023-03-15,0.4791473397773342
119551,2023-03-16,0.9185956849869833
119551,2023-03-17,1.2290779011442396
119551,2023-03-20,1.0445840923803058
119551,2023-03-21,1.152866577883223
119551,2023-03-22,1.2977072573066473
119551,2023-03-23,1.4889977785335835
119551,2023-03-24,1.3452949809407126
119551,2023-03-27,1.5000315150173404
119551,2023-03-28,1.5665856410765382
119551,2023-03-29,1.4041636629370398
119551,2023-03-30,1.8630549481395344
119551,2023-03-31,1.3280290125548537
119551,2023-04-03,0.9891737125289052
119551,2023-04-04,1.583667858558854
119551,2023-04-05,1.689112285031179
119551,2023-04-06,1.9252372993925753
119551,2023-04-07,1.8875673705867322
119551,2023-04-10,2.038421055120663
119551,2023-04-11,1.885470729525239
119551,2023-04-12,1.8091778389000635
119551,2023-04-13,1.5287955557470507
119551,2023-04-14,1.9337896588124739
119551,2023-04-17,1.969477784921095
119551,2023-04-18,1.8997726578838794
119551,2023-04-19,1.9645820083716974
119551,2023-04-20,1.7442028357485486
119551,2023-04-21,1.5612789346283402
119551,2023-04-24,1.6519293030571258
119551,2023-04-25,1.5320754427065304
119551,2023-04-26,1.2098328670307554
119551,2023-04-27,0.9163674493241822
119551,2023-04-28,1.134466545380037
119551,2023-05-01,1.277440438465866
119551,2023-05-02,0.739279097971817
119551,2023-05-03,0.5969909045406698
119551,2023-05-04,0.37053047641441383
119551,2023-05-05,0.17908132843391614
119551,2023-05-08,0.4216364610293899
119551,2023-05-09,0.7132500231482988
119551,2023-05-10,1.6043236222131236
119551,2023-05-11,1.7978575367059422
119551,2023-05-12,1.8479434413447244
119551,2023-05-15,1.9073597442590762
119551,2023-05-16,1.5903360363789714
119551,2023-05-17,1.8651615013329985
119551,2023-05-18,2.034688660297166
119551,2023-05-19,1.8139097440872531
119551,2023-05-22,1.636449284003034
119551,2023-05-23,2.2912405953172916
119551,2023-05-24,2.0305356494302225
119551,2023-05-25,2.115771634134027
119551,2023-05-26,2.503801789426889
119551,2023-05-29,2.308480014956049
119551,2023-05-30,2.3139523761879395
119551,2023-05-31,2.46095917018724
119551,2023-06-01,2.467234739267582
119551,2023-06-02,2.369564126208983
119551,2023-06-05,2.349608333515488
119551,2023-06-06,2.3161732456948645
119551,2023-06-07,2.293767600831855
119551,2023-06-08,2.81246204570896
119551,2023-06-09,2.8149184423368907
119551,2023-06-12,3.182781295241864
119551,2023-06-13,3.407006297774526
119551,2023-06-14,3.3191413580152345
119551,2023-06-15,3.620442083814285
119551,2023-06-16,3.568816125056471
119551,2023-06-19,3.4026783958849043
119551,2023-06-20,3.374844687729505
119551,2023-06-21,2.925000345355575
119551,2023-06-22,2.634184651616859
119551,2023-06-23,2.383219566645433
119551,2023-06-26,2.57492181101244
119551,2023-06-27,2.4671417353508946
119551,2023-06-28,2.736280650062196
119551,2023-06-29,2.7606056212749372
119551,2023-06-30,2.5048236779039255
119551,2023-07-03,2.4878876597872788
119551,2023-07-04,2.7131591900677887
119551,2023-07-05,2.2549053688936156
119551,2023-07-06,2.4572482973717995
119551,2023-07-07,2.67848804609154
119551,2023-07-10,2.5549799050339512
119551,2023-07-11,1.9339160934267268
119551,2023-07-12,2.300112396537142
119551,2023-07-13,2.1728804459552635
119551,2023-07-14,2.4356626129799235
119551,2023-07-17,2.1312231850004166
119551,2023-07-18,1.813651703760861
119551,2023-07-19,1.6624325568908442
119551,2023-07-20,1.5204456153563362
119551,2023-07-21,1.1916091780350393
119551,2023-07-24,1.3060122916061343
119551,2023-07-25,0.9618843709012449
119551,2023-07-26,0.9948182603987771
119551,2023-07-27,0.9558873105216312
119551,2023-07-28,1.0791174325927646
119551,2023-07-31,1.1945159857870344
119551,2023-08-01,0.8586621897766848
119551,2023-08-02,0.7153455526692889
119551,2023-08-03,0.5693982007629341
119551,2023-08-04,0.8314828143160847
119551,2023-08-07,0.9267639230275371
119551,2023-08-08,0.9970291950404349
119551,2023-08-09,0.8691325931315317
119551,2023-08-10,0.9713378324114456
119551,2023-08-11,0.8648727332200712
119551,2023-08-14,1.2351565611136943
119551,2023-08-15,1.7143940949576078
119551,2023-08-16,1.6530308437970802
119551,2023-08-17,1.9568182565221979
119551,2023-08-18,1.9009232272715624
119551,2023-08-21,2.16301565138164
119551,2023-08-22,2.1339295629763493
119551,2023-08-23,2.3172776299803677
119551,2023-08-24,2.4246809283806874
119551,2023-08-25,2.169572646936266
119551,2023-08-28,2.095686147911855
119551,2023-08-29,1.6491575686682856
119551,2023-08-30,1.5587362887271108
119551,2023-08-31,1.7716252105453003
119551,2023-09-01,2.097685455368186
119551,2023-09-04,2.0705577352729723
119551,2023-09-05,2.6039778699711515
119551,2023-09-06,2.609808521800077
119551,2023-09-07,2.40775516957942
119551,2023-09-08,2.4356849812996977
119551,2023-09-11,2.447810211545649
119551,2023-09-12,2.210401469492204
119551,2023-09-13,1.6737451973200375
119551,2023-09-14,1.6859392549919818
119551,2023-09-15,1.4565159650216857
119551,2023-09-18,1.7424470119149407
119551,2023-09-19,1.806541476918943
119551,2023-09-20,1.6901936909815651
119551,2023-09-21,1.5484647106812157
119551,2023-09-22,1.5066010355864141
119551,2023-09-25,1.4109561389875862
119551,2023-09-26,1.3230147907127314
119551,2023-09-27,1.1705922958675419
119551,2023-09-28,1.1872213821890045
119551,2023-09-29,0.9841973239220404
119551,2023-10-02,0.9169818598465678
119551,2023-10-03,0.8619805669843905
119551,2023-10-04,0.6847337315499722
119551,2023-10-05,0.5763166236220716
119551,2023-10-06,0.5047106524357516
119551,2023-10-09,0.8114556685946337
119551,2023-10-10,0.7373363715416822
119551,2023-10-11,0.3915591086251218
119551,2023-10-12,0.2707138815201422
119551,2023-10-13,-0.1056727542397702
119551,2023-10-16,-0.014590953971531187
119551,2023-10-17,-0.05832657357428215
119551,2023-10-18,0.03857042571759756
119551,2023-10-19,-0.4319533741276745
119551,2023-10-20,-0.39279691898834995
119551,2023-10-23,-0.29686405372229324
119551,2023-10-24,-0.5732549261918288
119551,2023-10-25,-0.4773472829861481
119551,2023-10-26,-0.1519738963924232
119551,2023-10-27,0.25274664089218707
119551,2023-10-30,0.18609512118207983
119551,2023-10-31,0.2251830554238176
119551,2023-11-01,-0.039009177571608454
119551,2023-11-02,0.31463530839099985
119551,2023-11-03,0.5882641042751529
119551,2023-11-06,0.7150369390195941
119551,2023-11-07,0.478946994672455
119551,2023-11-08,0.431537819106879
119551,2023-11-09,0.16950937289481607
119551,2023-11-10,-0.14888299302691646
119551,2023-11-13,-0.3019306153673489
119551,2023-11-14,-0.1311670130383873
119551,2023-11-15,-0.5363029481060841
119551,2023-11-16,-0.231801708946298
119551,2023-11-17,-0.29167175736723117
119551,2023-11-20,-0.033636804187659505
119551,2023-11-21,0.30988234943897586
119551,2023-11-22,0.32170205073938857
119551,2023-11-23,0.17233257715932443
119551,2023-11-24,0.4919767831933904
119551,2023-11-27,0.47852962083720685
119551,2023-11-28,0.483563780108001
119551,2023-11-29,0.4757412301185376
119551,2023-11-30,0.313573731424947
119551,2023-12-01,0.007974002246806602
119551,2023-12-04,0.042575390961484126
119551,2023-12-05,0.5243394501197874
119551,2023-12-06,0.5465126997815075
119551,2023-12-07,0.4348272455642489
119551,2023-12-08,0.2777398756524562
119551,2023-12-11,0.3196202809299365
119551,2023-12-12,-0.024267461283420482
119551,2023-12-13,-0.18119336788524978
119551,2023-12-14,-0.3665746248990443
119551,2023-12-15,-0.5101920567591179
119551,2023-12-18,-0.8199286155543148
119551,2023-12-19,-1.1397507762643826
119551,2023-12-20,-1.1381215693172886
119551,2023-12-21,-1.4579769872863237
119551,2023-12-22,-1.6673802337034427
119551,2023-12-25,-1.785668165573858
119551,2023-12-26,-1.5390078001663177
119551,2023-12-27,-1.8218702821149897
119551,2023-12-28,-2.000997965164599
119551,2023-12-29,-1.5870202576497041
119551,2024-01-01,-1.6591199174246622
119551,2024-01-02,-1.23877269283786
119551,2024-01-03,-1.3053465040655798
119551,2024-01-04,-1.3327887758932442
119551,2024-01-05,-1.7528631365575367
119551,2024-01-08,-2.0528500272603005
119551,2024-01-09,-2.6396422345540347
119551,2024-01-10,-2.408114691174816
119551,2024-01-11,-2.087837377088203
119551,2024-01-12,-2.2325291208457143
119551,2024-01-15,-2.1824486083296324
119551,2024-01-16,-2.4408724209928794
119551,2024-01-17,-2.1338244260687986
119551,2024-01-18,-2.3200235279254473
119551,2024-01-19,-2.2177162506933676
119551,2024-01-22,-2.3390032488450974
119551,2024-01-23,-2.5576545482749116
119551,2024-01-24,-2.4657150689123504
119551,2024-01-25,-2.173649993379206
119551,2024-01-26,-2.0953163498795027
119551,2024-01-29,-1.9218576831930663
119551,2024-01-30,-2.2994985785064297
119551,2024-01-31,-2.0301955888231253
119551,2024-02-01,-1.837475422530036
119551,2024-02-02,-2.117005989193404
119551,2024-02-05,-2.117626561006386
119551,2024-02-06,-1.9934643189182992
119551,2024-02-07,-1.8586830566100652
119551,2024-02-08,-1.6981040243397332
119551,2024-02-09,-1.6041178681870538
119551,2024-02-12,-1.98171455718624
119551,2024-02-13,-2.0160803061320203
119551,2024-02-14,-1.6694094096002239
119551,2024-02-15,-1.6619831017093543
119551,2024-02-16,-1.5805529129066826
119551,2024-02-19,-1.6134724605790238
119551,2024-02-20,-1.8122322296637166
119551,2024-02-21,-2.0313304201639366
119551,2024-02-22,-1.865686330323156
119551,2024-02-23,-1.8395264988588773
119551,2024-02-26,-1.7376758051186454
119551,2024-02-27,-0.9618301292626776
119551,2024-02-28,-0.5441943343991168
119551,2024-02-29,-0.8571733353670827
119551,2024-03-01,-0.945746724071972
119551,2024-03-04,-0.9741582060931008
119551,2024-03-05,-1.4191102715354624
119551,2024-03-06,-1.6480587886727949
119551,2024-03-07,-2.6542959999176383
119551,2024-03-08,-2.961293624095683
119551,2024-03-11,-2.9329229347849846
119551,2024-03-12,-2.3914490228821834
119551,2024-03-13,-2.0593390957819366
119551,2024-03-14,-2.1400034397563448
119551,2024-03-15,-1.8364742268006562
119551,2024-03-18,-1.9498819634071896
119551,2024-03-19,-1.7895913842796494
119551,2024-03-20,-1.4509154507402746
119551,2024-03-21,-2.0526143199828524
119551,2024-03-22,-1.9959409563690502
119551,2024-03-25,-1.929282271711767
119551,2024-03-26,-2.31845973475019
119551,2024-03-27,-2.2058647543932146
119551,2024-03-28,-1.5644359775184307
119551,2024-03-29,-1.837971903296642
119551,2024-04-01,-1.8951588767903493
119551,2024-04-02,-1.7971497158355259
119551,2024-04-03,-1.9126586864876487
119551,2024-04-04,-1.5945016510019234
119551,2024-04-05,-1.5081927661894305
119551,2024-04-08,-1.6781554392123463
119551,2024-04-09,-2.1832059577036986
119551,2024-04-10,-1.8396188859698677
119551,2024-04-11,-1.8874612260625925
119551,2024-04-12,-1.549468082956813
119551,2024-04-15,-1.5536480654361613
119551,2024-04-16,-1.494073686627664
119551,2024-04-17,-1.5140566991746458
119551,2024-04-18,-1.6075732880927933
119551,2024-04-19,-1.3789281944975365
119551,2024-04-22,-1.2799672649643756
119551,2024-04-23,-1.4397736266476444
119551,2024-04-24,-1.220644847806357
119551,2024-04-25,-0.7843723921149407
119551,2024-04-26,-0.5989985105307963
119551,2024-04-29,-0.3788263199876021
119551,2024-04-30,-0.6121716497712353
119551,2024-05-01,-0.6585526689639501
119551,2024-05-02,-0.9831213596288512
119551,2024-05-03,-0.8388511431379959
119551,2024-05-06,-0.4318527807498046
119551,2024-05-07,-0.5411381384465559
119551,2024-05-08,-0.3717889066502214
119551,2024-05-09,-0.6748842716059712
119551,2024-05-10,-0.08974161700137101
119551,2024-05-13,0.24887300912430366
119551,2024-05-14,0.5628722443654626
119551,2024-05-15,0.6831309179399092
119551,2024-05-16,0.7222836373130288
119551,2024-05-17,0.9281129339405391
119551,2024-05-20,0.6700327925644377
119551,2024-05-21,1.067621633940076
119551,2024-05-22,1.397610722220195
119551,2024-05-23,1.854975086739698
119551,2024-05-24,2.236210723065757
119551,2024-05-27,2.1328897465237238
119551,2024-05-28,2.1071245161676306
119551,2024-05-29,2.1549443331968314
119551,2024-05-30,1.9955622631194745
119551,2024-05-31,2.285987059197451
119551,2024-06-03,1.8136029565092209
119551,2024-06-04,2.271045128229206
119551,2024-06-05,2.152501917515446
119551,2024-06-06,1.841762253356701
119551,2024-06-07,2.1576421116302464
119551,2024-06-10,1.9783000820176098
119551,2024-06-11,2.018972399466361
119551,2024-06-12,2.069252029809196
119551,2024-06-13,1.756334474865283
119551,2024-06-14,1.6227101839223654
119551,2024-06-17,1.5474494259466602
119551,2024-06-18,1.8432685260823183
119551,2024-06-19,1.6053734422272115
119551,2024-06-20,1.285543047967044
119551,2024-06-21,1.1855586989119464
119551,2024-06-24,1.210021070298506
119551,2024-06-25,0.8071350626026537
119551,2024-06-26,0.8704085777133411
119551,2024-06-27,0.7671071789845485
119551,2024-06-28,0.9511259727506318
119551,2024-07-01,1.1923709989680569
119551,2024-07-02,1.0510314122104214
119551,2024-07-03,0.8648301839818515
119551,2024-07-04,0.7322238830755237
119551,2024-07-05,0.938255631917401
119551,2024-07-08,1.0141681153163569
119551,2024-07-09,1.3689047896210842
119551,2024-07-10,1.5382289455940477
119551,2024-07-11,1.9128392533135148
119551,2024-07-12,1.9490516078651037
119551,2024-07-15,1.8454751712841728
119551,2024-07-16,1.4869944512062832
119551,2024-07-17,1.426249903321014
119551,2024-07-18,1.369314169774959
119551,2024-07-19,1.1077241161443858
119551,2024-07-22,1.5380932187310652
119551,2024-07-23,1.4520267543945797
119551,2024-07-24,1.567393561178341
119551,2024-07-25,1.3341242319696747
119551,2024-07-26,1.3259850826892308
119551,2024-07-29,1.4698941817957907
119551,2024-07-30,1.1706805963430478
119551,2024-07-31,1.0116194491633288
119551,2024-08-01,0.5891090939143342
119551,2024-08-02,0.3202143632809089
119551,2024-08-05,0.14938829047276017
119551,2024-08-06,0.041779553198058594
119551,2024-08-07,0.4679143409585952
119551,2024-08-08,0.48479540774702873
119551,2024-08-09,0.8291996295074916
119551,2024-08-12,0.9330830139571
119551,2024-08-13,0.8240510403334774
119551,2024-08-14,0.6619196295210621
119551,2024-08-15,0.6867376184313965
119551,2024-08-16,0.32228969638191424
119551,2024-08-19,0.5185447790260145
119551,2024-08-20,0.523311029312346
119551,2024-08-21,0.6221178701624137
119551,2024-08-22,0.8076565417648891
119551,2024-08-23,0.8182781751861045
119551,2024-08-26,0.6391329620574696
119551,2024-08-27,0.9734746803328865
119551,2024-08-28,0.6580883061264424
119551,2024-08-29,0.5419387716402982
119551,2024-08-30,0.5706476064911297
119551,2024-09-02,0.21847097599592014
119551,2024-09-03,0.3998059896791919
119551,2024-09-04,0.39871781775284426
119551,2024-09-05,0.8519697847347365
119551,2024-09-06,0.5765723252755857
119551,2024-09-09,0.378468393114671
119551,2024-09-10,0.5623228001848507
119551,2024-09-11,0.396779916866556
119551,2024-09-12,0.3487442628408934
119551,2024-09-13,-0.32768499822723984
119551,2024-09-16,-0.2457932711954007
119551,2024-09-17,-0.47687513970512985
119551,2024-09-18,-0.29751384773449707
119551,2024-09-19,-0.7075071964420825
119551,2024-09-20,-0.4583829307620898
119551,2024-09-23,-0.2983888430587173
119551,2024-09-24,-0.39061424543841533
119551,2024-09-25,-0.798452474219867
119551,2024-09-26,-0.9637666528045086
119551,2024-09-27,-1.2541405790002937
119551,2024-09-30,-0.9754290967266114
119551,2024-10-01,-0.7948083879420478
119551,2024-10-02,-0.7482877602422273
119551,2024-10-03,-0.8182630794379642
119551,2024-10-04,-1.0194317543238616
119551,2024-10-07,-0.6923332990583605
119551,2024-10-08,-1.2463202860231355
119551,2024-10-09,-1.4372136281798171
119551,2024-10-10,-1.2342035988441697
119551,2024-10-11,-1.0388673398949169
119551,2024-10-14,-0.8012639127091229
119551,2024-10-15,-0.9442749222202746
119551,2024-10-16,-0.8960497807695397
119551,2024-10-17,-0.7727797825136963
119551,2024-10-18,-0.6875182855656222
119551,2024-10-21,-0.5947267802496534
119551,2024-10-22,-1.0722009469889986
119551,2024-10-23,-0.9527645729073579
119551,2024-10-24,-0.984234354566485
119551,2024-10-25,-0.7538060669403397
119551,2024-10-28,-0.6224602326643875
119551,2024-10-29,-0.11666590949125184
119551,2024-10-30,0.07188516632118874
119551,2024-10-31,0.4094402082935624
119551,2024-11-01,0.464897958250967
119551,2024-11-04,-0.18830255276829103
119551,2024-11-05,-0.6141937223581977
119551,2024-11-06,-0.6759515284901969
119551,2024-11-07,-0.4794896995091383
119551,2024-11-08,-0.8854553777893364
119551,2024-11-11,-1.0280397906258412
119551,2024-11-12,-0.9956468796574919
119551,2024-11-13,-1.1273234532869674
119551,2024-11-14,-1.274949033680355
119551,2024-11-15,-1.4907747217902678
119551,2024-11-18,-1.5500689282295856
119551,2024-11-19,-1.682138325244429
119551,2024-11-20,-1.8441356587108266
119551,2024-11-21,-1.5452324971029106
119551,2024-11-22,-1.5841148824275157
119551,2024-11-25,-1.0823944785614708
119551,2024-11-26,-0.9529256854318983
119551,2024-11-27,-1.1953307435928961
119551,2024-11-28,-0.9196257789095637
119551,2024-11-29,-0.9944024270275588
119551,2024-12-02,-1.3343228891041448
119551,2024-12-03,-0.9623211131770699
119551,2024-12-04,-0.40274804403993625
119551,2024-12-05,-0.35416563351250935
119551,2024-12-06,0.09974051729215215
119551,2024-12-09,0.11302546400662178
119551,2024-12-10,0.3057794204601795
119551,2024-12-11,0.3090332053689997
119551,2024-12-12,0.028514758566259474
119551,2024-12-13,0.12586835733448423
119551,2024-12-16,0.12340226715946596
119551,2024-12-17,0.22476119671793435
119551,2024-12-18,0.43169495045579853
119551,2024-12-19,0.5166021682232405
119551,2024-12-20,0.8498674422261535
119551,2024-12-23,0.436883564800058
119551,2024-12-24,0.35000174486474783
119551,2024-12-25,0.37261790427346037
119551,2024-12-26,0.23394030914084726
119551,2024-12-27,0.26509838454399065
119551,2024-12-30,0.360702326303519
119551,2024-12-31,-0.08136924360624027
119551,2025-01-01,0.17758180104065446
119551,2025-01-02,0.17660593128396643
119551,2025-01-03,0.17067775678043795
119551,2025-01-06,0.4164557862440535
119551,2025-01-07,0.5050842665450115
119551,2025-01-08,0.8119967003596824
119551,2025-01-09,0.6376150406374986
119551,2025-01-10,0.37044178785705884
119551,2025-01-13,0.5381362570064224
119551,2025-01-14,0.3916322629290051
119551,2025-01-15,0.5654054723278018
119551,2025-01-16,0.5896756306368308
119551,2025-01-17,0.6780678208464972
119551,2025-01-20,0.7555030900533833
119551,2025-01-21,0.9850163598236242
119551,2025-01-22,0.8020045166742821
119551,2025-01-23,1.2171066880753119
119551,2025-01-24,0.9180890819727012
119551,2025-01-27,1.0524404737493733
119551,2025-01-28,0.9710353697680191
119551,2025-01-29,1.0949203109351078
119551,2025-01-30,0.9303073854317159
119551,2025-01-31,0.8537960821215376
119551,2025-02-03,0.5886886004751791
119551,2025-02-04,0.6092405434852486
119551,2025-02-05,0.4883361998288558
119551,2025-02-06,0.7915582448771274
119551,2025-02-07,0.6303345623637939
119551,2025-02-10,0.5373182434443768
119551,2025-02-11,0.7882279583772726
119551,2025-02-12,1.3232133685381406
119551,2025-02-13,1.2218055895773017
119551,2025-02-14,1.3792994296379917
119551,2025-02-17,1.116132170531599
119551,2025-02-18,1.1625723899972094
119551,2025-02-19,1.260055468227183
119551,2025-02-20,1.3793493243161465
119551,2025-02-21,1.7225598758020786
